,input_number,input,input_ensg,ensg_number,ortholog_name,ortholog_ensg,description
954,652,Luc7l2,ENSMUSG00000029823,652.1.1,LUC7L2,ENSG00000146963,"LUC7 like 2, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:21608]"
955,652,Luc7l2,ENSMUSG00000029823,652.1.2,FMC1-LUC7L2,ENSG00000269955,FMC1-LUC7L2 readthrough [Source:HGNC Symbol;Acc:HGNC:44671]
1428,653,Rb1cc1,ENSMUSG00000025907,653.1.1,RB1CC1,ENSG00000023287,RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]
973,654,Map3k1,ENSMUSG00000021754,654.1.1,MAP3K1,ENSG00000095015,mitogen-activated protein kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6848]
868,655,Kank3,ENSMUSG00000042099,655.1.1,KANK3,ENSG00000186994,KN motif and ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:24796]
500,656,Ece1,ENSMUSG00000057530,656.1.1,ECE1,ENSG00000117298,endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146]
1146,657,Nedd4,ENSMUSG00000032216,657.1.1,NEDD4,ENSG00000069869,"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7727]"
2057,658,Zmym5,ENSMUSG00000040123,658.1.1,ZMYM5,ENSG00000132950,zinc finger MYM-type containing 5 [Source:HGNC Symbol;Acc:HGNC:13029]
569,659,Esyt2,ENSMUSG00000021171,659.1.1,ESYT2,ENSG00000117868,extended synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:22211]
1691,660,Snu13,ENSMUSG00000063480,660.1.1,SNU13,ENSG00000100138,small nuclear ribonucleoprotein 13 [Source:HGNC Symbol;Acc:HGNC:7819]
788,661,Hs3st1,ENSMUSG00000051022,661.1.1,HS3ST1,ENSG00000002587,heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]
243,662,Cav1,ENSMUSG00000007655,662.1.1,CAV1,ENSG00000105974,caveolin 1 [Source:HGNC Symbol;Acc:HGNC:1527]
1751,663,Stk38,ENSMUSG00000024006,663.1.1,STK38,ENSG00000112079,serine/threonine kinase 38 [Source:HGNC Symbol;Acc:HGNC:17847]
1259,664,Pik3ip1,ENSMUSG00000034614,664.1.1,PIK3IP1,ENSG00000100100,phosphoinositide-3-kinase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24942]
1185,665,Nsun6,ENSMUSG00000026707,665.1.1,NSUN6,ENSG00000241058,NOP2/Sun RNA methyltransferase family member 6 [Source:HGNC Symbol;Acc:HGNC:23529]
697,666,Gpr146,ENSMUSG00000044197,666.1.1,GPR146,ENSG00000164849,G protein-coupled receptor 146 [Source:HGNC Symbol;Acc:HGNC:21718]
1463,667,Rnps1,ENSMUSG00000034681,667.1.1,RNPS1,ENSG00000205937,RNA binding protein with serine rich domain 1 [Source:HGNC Symbol;Acc:HGNC:10080]
1253,668,Phf20l1,ENSMUSG00000072501,668.1.1,PHF20L1,ENSG00000129292,PHD finger protein 20 like 1 [Source:HGNC Symbol;Acc:HGNC:24280]
789,669,Hsbp1,ENSMUSG00000031839,669.1.1,HSBP1,ENSG00000230989,heat shock factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5203]
1534,670,Rps4x,ENSMUSG00000031320,670.1.1,RPS4X,ENSG00000198034,ribosomal protein S4 X-linked [Source:HGNC Symbol;Acc:HGNC:10424]
483,671,Dpysl2,ENSMUSG00000022048,671.1.1,DPYSL2,ENSG00000092964,dihydropyrimidinase like 2 [Source:HGNC Symbol;Acc:HGNC:3014]
401,672,Ctcf,ENSMUSG00000005698,672.1.1,CTCF,ENSG00000102974,CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723]
426,673,Cyyr1,ENSMUSG00000041134,673.1.1,CYYR1,ENSG00000166265,cysteine and tyrosine rich 1 [Source:HGNC Symbol;Acc:HGNC:16274]
1592,674,Sec62,ENSMUSG00000027706,674.1.1,SEC62,ENSG00000008952,"SEC62 homolog, preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]"
1673,675,Smc6,ENSMUSG00000020608,675.1.1,SMC6,ENSG00000163029,structural maintenance of chromosomes 6 [Source:HGNC Symbol;Acc:HGNC:20466]
1686,676,Snrpd2,ENSMUSG00000040824,676.1.1,SNRPD2,ENSG00000125743,small nuclear ribonucleoprotein D2 polypeptide [Source:HGNC Symbol;Acc:HGNC:11159]
703,677,Grasp,ENSMUSG00000000531,677.1.1,GRASP,ENSG00000161835,general receptor for phosphoinositides 1 associated scaffold protein [Source:HGNC Symbol;Acc:HGNC:18707]
481,678,Dpm3,ENSMUSG00000042737,678.1.1,DPM3,ENSG00000179085,dolichyl-phosphate mannosyltransferase subunit 3 [Source:HGNC Symbol;Acc:HGNC:3007]
1168,679,Nop10,ENSMUSG00000027133,679.1.1,NOP10,ENSG00000182117,NOP10 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14378]
367,680,Cox4i1,ENSMUSG00000031818,680.1.1,COX4I1,ENSG00000131143,cytochrome c oxidase subunit 4I1 [Source:HGNC Symbol;Acc:HGNC:2265]
977,681,Mapk3,ENSMUSG00000063065,681.1.1,MAPK3,ENSG00000102882,mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877]
1765,682,Supt5,ENSMUSG00000003435,682.1.1,SUPT5H,ENSG00000196235,"SPT5 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11469]"
447,683,Ddx42,ENSMUSG00000020705,683.1.1,DDX42,ENSG00000198231,DEAD-box helicase 42 [Source:HGNC Symbol;Acc:HGNC:18676]
1718,684,Srgap2,ENSMUSG00000026425,684.1.3,SRGAP2,ENSG00000266028,SLIT-ROBO Rho GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:19751]
1411,685,Ranbp1,ENSMUSG00000005732,685.1.1,RANBP1,ENSG00000099901,RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847]
1412,685,Ranbp1,ENSMUSG00000099164,685.2.1,N/A,N/A,N/A
1007,686,Mfhas1,ENSMUSG00000070056,686.1.1,MFHAS1,ENSG00000147324,malignant fibrous histiocytoma amplified sequence 1 [Source:HGNC Symbol;Acc:HGNC:16982]
486,687,Dst,ENSMUSG00000026131,687.1.1,DST,ENSG00000151914,dystonin [Source:HGNC Symbol;Acc:HGNC:1090]
501,688,Ech1,ENSMUSG00000053898,688.1.1,ECH1,ENSG00000104823,enoyl-CoA hydratase 1 [Source:HGNC Symbol;Acc:HGNC:3149]
376,689,Cox7c,ENSMUSG00000017778,689.1.1,COX7C,ENSG00000127184,cytochrome c oxidase subunit 7C [Source:HGNC Symbol;Acc:HGNC:2292]
1176,690,Nr1d1,ENSMUSG00000020889,690.1.1,NR1D1,ENSG00000126368,nuclear receptor subfamily 1 group D member 1 [Source:HGNC Symbol;Acc:HGNC:7962]
1143,691,Ndufv3,ENSMUSG00000024038,691.1.1,NDUFV3,ENSG00000160194,NADH:ubiquinone oxidoreductase subunit V3 [Source:HGNC Symbol;Acc:HGNC:7719]
2043,692,Zfp36l1,ENSMUSG00000021127,692.1.1,ZFP36L1,ENSG00000185650,ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]
1782,693,Taok1,ENSMUSG00000017291,693.1.1,TAOK1,ENSG00000160551,TAO kinase 1 [Source:HGNC Symbol;Acc:HGNC:29259]
1202,694,Osmr,ENSMUSG00000022146,694.1.1,OSMR,ENSG00000145623,oncostatin M receptor [Source:HGNC Symbol;Acc:HGNC:8507]
1159,695,Nfic,ENSMUSG00000055053,695.1.1,NFIC,ENSG00000141905,nuclear factor I C [Source:HGNC Symbol;Acc:HGNC:7786]
1614,696,Setd5,ENSMUSG00000034269,696.1.1,SETD5,ENSG00000168137,SET domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25566]
1276,697,Pls3,ENSMUSG00000016382,697.1.1,PLS3,ENSG00000102024,plastin 3 [Source:HGNC Symbol;Acc:HGNC:9091]
1907,698,Tuba1b,ENSMUSG00000023004,698.1.1,TUBA1B,ENSG00000123416,tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]
413,699,Cuedc1,ENSMUSG00000018378,699.1.1,CUEDC1,ENSG00000180891,CUE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:31350]
414,699,Cuedc1,ENSMUSG00000098571,699.2.1,N/A,N/A,N/A
318,700,Chmp3,ENSMUSG00000053119,700.1.1,CHMP3,ENSG00000115561,charged multivesicular body protein 3 [Source:HGNC Symbol;Acc:HGNC:29865]
319,700,Chmp3,ENSMUSG00000053119,700.1.2,RNF103-CHMP3,ENSG00000249884,RNF103-CHMP3 readthrough [Source:HGNC Symbol;Acc:HGNC:38847]
1008,701,Mfsd2a,ENSMUSG00000028655,701.1.1,MFSD2A,ENSG00000168389,major facilitator superfamily domain containing 2A [Source:HGNC Symbol;Acc:HGNC:25897]
1942,702,Ubxn4,ENSMUSG00000026353,702.1.1,UBXN4,ENSG00000144224,UBX domain protein 4 [Source:HGNC Symbol;Acc:HGNC:14860]
1781,703,Tanc1,ENSMUSG00000035168,703.1.1,TANC1,ENSG00000115183,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29364]"
1416,704,Rapgef2,ENSMUSG00000062232,704.1.1,RAPGEF2,ENSG00000109756,Rap guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:16854]
1189,705,Nudcd3,ENSMUSG00000053838,705.1.1,NUDCD3,ENSG00000015676,NudC domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22208]
1309,706,Ppp1r10,ENSMUSG00000039220,706.1.1,PPP1R10,ENSG00000204569,protein phosphatase 1 regulatory subunit 10 [Source:HGNC Symbol;Acc:HGNC:9284]
941,707,Lrrc8c,ENSMUSG00000054720,707.1.1,LRRC8C,ENSG00000171488,leucine rich repeat containing 8 VRAC subunit C [Source:HGNC Symbol;Acc:HGNC:25075]
387,708,Crk,ENSMUSG00000017776,708.1.1,CRK,ENSG00000167193,"CRK proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2362]"
1669,709,Smarca2,ENSMUSG00000024921,709.1.1,SMARCA2,ENSG00000080503,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:HGNC:11098]"
1391,710,Rab11a,ENSMUSG00000004771,710.1.1,RAB11A,ENSG00000103769,"RAB11A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9760]"
281,711,Cdc42,ENSMUSG00000006699,711.1.1,CDC42,ENSG00000070831,cell division cycle 42 [Source:HGNC Symbol;Acc:HGNC:1736]
295,712,Cdv3,ENSMUSG00000032803,712.1.1,CDV3,ENSG00000091527,CDV3 homolog [Source:HGNC Symbol;Acc:HGNC:26928]
227,713,Calr,ENSMUSG00000003814,713.1.1,CALR,ENSG00000179218,calreticulin [Source:HGNC Symbol;Acc:HGNC:1455]
1585,714,Sdcbp,ENSMUSG00000028249,714.1.1,SDCBP,ENSG00000137575,syndecan binding protein [Source:HGNC Symbol;Acc:HGNC:10662]
1832,715,Tmed10,ENSMUSG00000021248,715.1.1,TMED10,ENSG00000170348,transmembrane p24 trafficking protein 10 [Source:HGNC Symbol;Acc:HGNC:16998]
1425,716,Rasip1,ENSMUSG00000044562,716.1.1,RASIP1,ENSG00000105538,Ras interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24716]
194,717,Bod1l,ENSMUSG00000061755,717.1.1,BOD1L1,ENSG00000038219,biorientation of chromosomes in cell division 1 like 1 [Source:HGNC Symbol;Acc:HGNC:31792]
1279,718,Pltp,ENSMUSG00000017754,718.1.1,PLTP,ENSG00000100979,phospholipid transfer protein [Source:HGNC Symbol;Acc:HGNC:9093]
745,719,Higd2a,ENSMUSG00000025868,719.1.1,HIGD2A,ENSG00000146066,HIG1 hypoxia inducible domain family member 2A [Source:HGNC Symbol;Acc:HGNC:28311]
746,719,Higd2a,ENSMUSG00000025868,719.1.2,HIGD2B,ENSG00000175202,HIG1 hypoxia inducible domain family member 2B [Source:HGNC Symbol;Acc:HGNC:26984]
1868,720,Tomm22,ENSMUSG00000022427,720.1.1,TOMM22,ENSG00000100216,translocase of outer mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:18002]
218,721,Cacybp,ENSMUSG00000014226,721.1.1,CACYBP,ENSG00000116161,calcyclin binding protein [Source:HGNC Symbol;Acc:HGNC:30423]
14,722,4430402I18Rik,ENSMUSG00000064202,722.1.1,SPATA6L,ENSG00000106686,spermatogenesis associated 6 like [Source:HGNC Symbol;Acc:HGNC:25472]
908,723,Larp4b,ENSMUSG00000033499,723.1.1,LARP4B,ENSG00000107929,La ribonucleoprotein domain family member 4B [Source:HGNC Symbol;Acc:HGNC:28987]
1452,724,Rheb,ENSMUSG00000028945,724.1.1,RHEB,ENSG00000106615,"Ras homolog, mTORC1 binding [Source:HGNC Symbol;Acc:HGNC:10011]"
660,725,Ggnbp2,ENSMUSG00000020530,725.1.1,GGNBP2,ENSG00000278311,gametogenetin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19357]
1404,726,Rai14,ENSMUSG00000022246,726.1.1,RAI14,ENSG00000039560,retinoic acid induced 14 [Source:HGNC Symbol;Acc:HGNC:14873]
1248,727,Phactr1,ENSMUSG00000054728,727.1.1,PHACTR1,ENSG00000112137,phosphatase and actin regulator 1 [Source:HGNC Symbol;Acc:HGNC:20990]
1973,728,Vamp8,ENSMUSG00000050732,728.1.1,VAMP8,ENSG00000118640,vesicle associated membrane protein 8 [Source:HGNC Symbol;Acc:HGNC:12647]
1974,728,Vamp8,ENSMUSG00000103205,728.2.1,N/A,N/A,N/A
1800,729,Tgfb2,ENSMUSG00000039239,729.1.1,TGFB2,ENSG00000092969,transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]
332,730,Clic5,ENSMUSG00000023959,730.1.1,CLIC5,ENSG00000112782,chloride intracellular channel 5 [Source:HGNC Symbol;Acc:HGNC:13517]
37,731,Add3,ENSMUSG00000025026,731.1.1,ADD3,ENSG00000148700,adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]
1392,732,Rab12,ENSMUSG00000023460,732.1.1,RAB12,ENSG00000206418,"RAB12, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:31332]"
1282,733,Pnisr,ENSMUSG00000028248,733.1.1,PNISR,ENSG00000132424,PNN interacting serine and arginine rich protein [Source:HGNC Symbol;Acc:HGNC:21222]
1866,734,Tob1,ENSMUSG00000037573,734.1.1,TOB1,ENSG00000141232,"transducer of ERBB2, 1 [Source:HGNC Symbol;Acc:HGNC:11979]"
572,735,Ets1,ENSMUSG00000032035,735.1.1,ETS1,ENSG00000134954,"ETS proto-oncogene 1, transcription factor [Source:HGNC Symbol;Acc:HGNC:3488]"
1167,736,Nmt1,ENSMUSG00000020936,736.1.1,NMT1,ENSG00000136448,N-myristoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7857]
208,737,Btf3,ENSMUSG00000021660,737.1.1,N/A,N/A,N/A
668,738,Git2,ENSMUSG00000041890,738.1.1,GIT2,ENSG00000139436,GIT ArfGAP 2 [Source:HGNC Symbol;Acc:HGNC:4273]
872,739,Kdr,ENSMUSG00000062960,739.1.1,KDR,ENSG00000128052,kinase insert domain receptor [Source:HGNC Symbol;Acc:HGNC:6307]
1249,740,Phactr2,ENSMUSG00000062866,740.1.1,PHACTR2,ENSG00000112419,phosphatase and actin regulator 2 [Source:HGNC Symbol;Acc:HGNC:20956]
255,741,Ccdc47,ENSMUSG00000078622,741.1.1,CCDC47,ENSG00000108588,coiled-coil domain containing 47 [Source:HGNC Symbol;Acc:HGNC:24856]
2028,742,Zc3h15,ENSMUSG00000027091,742.1.1,ZC3H15,ENSG00000065548,zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:HGNC:29528]
1833,743,Tmed2,ENSMUSG00000029390,743.1.1,TMED2,ENSG00000086598,transmembrane p24 trafficking protein 2 [Source:HGNC Symbol;Acc:HGNC:16996]
192,744,Bod1,ENSMUSG00000044502,744.1.1,BOD1,ENSG00000145919,biorientation of chromosomes in cell division 1 [Source:HGNC Symbol;Acc:HGNC:25114]
193,744,Bod1,ENSMUSG00000044502,744.1.2,BOD1L2,ENSG00000228075,biorientation of chromosomes in cell division 1 like 2 [Source:HGNC Symbol;Acc:HGNC:28505]
1162,745,Nipbl,ENSMUSG00000022141,745.1.1,NIPBL,ENSG00000164190,"NIPBL, cohesin loading factor [Source:HGNC Symbol;Acc:HGNC:28862]"
1427,746,Rassf3,ENSMUSG00000025795,746.1.1,RASSF3,ENSG00000153179,Ras association domain family member 3 [Source:HGNC Symbol;Acc:HGNC:14271]
1995,747,Wasf2,ENSMUSG00000028868,747.1.1,WASF2,ENSG00000158195,WAS protein family member 2 [Source:HGNC Symbol;Acc:HGNC:12733]
1750,748,Stat3,ENSMUSG00000004040,748.1.1,STAT3,ENSG00000168610,signal transducer and activator of transcription 3 [Source:HGNC Symbol;Acc:HGNC:11364]
1444,749,Rer1,ENSMUSG00000029048,749.1.1,RER1,ENSG00000157916,retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]
608,750,Flnb,ENSMUSG00000025278,750.1.1,FLNB,ENSG00000136068,filamin B [Source:HGNC Symbol;Acc:HGNC:3755]
879,751,Kitl,ENSMUSG00000019966,751.1.1,KITLG,ENSG00000049130,KIT ligand [Source:HGNC Symbol;Acc:HGNC:6343]
999,752,Mecom,ENSMUSG00000027684,752.1.1,MECOM,ENSG00000085276,MDS1 and EVI1 complex locus [Source:HGNC Symbol;Acc:HGNC:3498]
1341,753,Psap,ENSMUSG00000004207,753.1.1,PSAP,ENSG00000197746,prosaposin [Source:HGNC Symbol;Acc:HGNC:9498]
506,754,Eea1,ENSMUSG00000036499,754.1.1,EEA1,ENSG00000102189,early endosome antigen 1 [Source:HGNC Symbol;Acc:HGNC:3185]
1756,755,Stub1,ENSMUSG00000039615,755.1.1,STUB1,ENSG00000103266,STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427]
119,756,Arpc2,ENSMUSG00000006304,756.1.1,ARPC2,ENSG00000163466,actin related protein 2/3 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:705]
1256,757,Picalm,ENSMUSG00000039361,757.1.1,PICALM,ENSG00000073921,phosphatidylinositol binding clathrin assembly protein [Source:HGNC Symbol;Acc:HGNC:15514]
283,758,Cdc42ep3,ENSMUSG00000036533,758.1.1,CDC42EP3,ENSG00000163171,CDC42 effector protein 3 [Source:HGNC Symbol;Acc:HGNC:16943]
1936,759,Ubl3,ENSMUSG00000001687,759.1.1,UBL3,ENSG00000122042,ubiquitin like 3 [Source:HGNC Symbol;Acc:HGNC:12504]
162,760,Atxn7,ENSMUSG00000021738,760.1.1,ATXN7,ENSG00000163635,ataxin 7 [Source:HGNC Symbol;Acc:HGNC:10560]
163,760,Atxn7,ENSMUSG00000021738,760.1.2,ATXN7,ENSG00000285258,ataxin 7 [Source:HGNC Symbol;Acc:HGNC:10560]
1650,761,Slc38a3,ENSMUSG00000010064,761.1.1,SLC38A3,ENSG00000188338,solute carrier family 38 member 3 [Source:HGNC Symbol;Acc:HGNC:18044]
1865,762,Tns1,ENSMUSG00000055322,762.1.1,TNS1,ENSG00000079308,tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]
819,763,Ifnar1,ENSMUSG00000022967,763.1.1,IFNAR1,ENSG00000142166,interferon alpha and beta receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:5432]
781,764,Hnrnpu,ENSMUSG00000039630,764.1.1,HNRNPU,ENSG00000153187,heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]
782,764,Hnrnpu,ENSMUSG00000111145,764.2.1,N/A,N/A,N/A
1208,765,Paip2,ENSMUSG00000037058,765.1.1,PAIP2,ENSG00000120727,poly(A) binding protein interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17970]
710,766,Gtf2a2,ENSMUSG00000033543,766.1.1,GTF2A2,ENSG00000140307,general transcription factor IIA subunit 2 [Source:HGNC Symbol;Acc:HGNC:4647]
1641,767,Slc22a8,ENSMUSG00000063796,767.1.1,SLC22A8,ENSG00000149452,solute carrier family 22 member 8 [Source:HGNC Symbol;Acc:HGNC:10972]
492,768,Dusp6,ENSMUSG00000019960,768.1.1,DUSP6,ENSG00000139318,dual specificity phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:3072]
692,769,Gpatch8,ENSMUSG00000034621,769.1.1,GPATCH8,ENSG00000186566,G-patch domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29066]
1129,770,Ndufb4,ENSMUSG00000022820,770.1.1,NDUFB4,ENSG00000065518,NADH:ubiquinone oxidoreductase subunit B4 [Source:HGNC Symbol;Acc:HGNC:7699]
1244,771,Pfdn5,ENSMUSG00000001289,771.1.1,PFDN5,ENSG00000123349,prefoldin subunit 5 [Source:HGNC Symbol;Acc:HGNC:8869]
1897,772,Tspan13,ENSMUSG00000020577,772.1.1,TSPAN13,ENSG00000106537,tetraspanin 13 [Source:HGNC Symbol;Acc:HGNC:21643]
743,773,Hif1a,ENSMUSG00000021109,773.1.1,HIF1A,ENSG00000100644,hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910]
737,774,Heg1,ENSMUSG00000075254,774.1.1,HEG1,ENSG00000173706,heart development protein with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:29227]
540,775,Elf2,ENSMUSG00000037174,775.1.1,ELF2,ENSG00000109381,E74 like ETS transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3317]
1034,776,Mprip,ENSMUSG00000005417,776.1.1,MPRIP,ENSG00000133030,myosin phosphatase Rho interacting protein [Source:HGNC Symbol;Acc:HGNC:30321]
154,777,Atp6v0e,ENSMUSG00000015575,777.1.1,ATP6V0E1,ENSG00000113732,ATPase H+ transporting V0 subunit e1 [Source:HGNC Symbol;Acc:HGNC:863]
1334,778,Prom1,ENSMUSG00000029086,778.1.1,PROM1,ENSG00000007062,prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]
1373,779,Ptpn11,ENSMUSG00000043733,779.1.1,PTPN11,ENSG00000179295,"protein tyrosine phosphatase, non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]"
680,780,Gna11,ENSMUSG00000034781,780.1.1,GNA11,ENSG00000088256,G protein subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:4379]
85,781,Anxa7,ENSMUSG00000021814,781.1.1,ANXA7,ENSG00000138279,annexin A7 [Source:HGNC Symbol;Acc:HGNC:545]
1823,782,Tm2d1,ENSMUSG00000028563,782.1.1,TM2D1,ENSG00000162604,TM2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24142]
55,783,Akap13,ENSMUSG00000066406,783.1.1,AKAP13,ENSG00000170776,A-kinase anchoring protein 13 [Source:HGNC Symbol;Acc:HGNC:371]
1589,784,Sec14l1,ENSMUSG00000020823,784.1.1,SEC14L1,ENSG00000129657,SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]
1126,785,Ndufb11,ENSMUSG00000031059,785.1.1,NDUFB11,ENSG00000147123,NADH:ubiquinone oxidoreductase subunit B11 [Source:HGNC Symbol;Acc:HGNC:20372]
1959,786,Use1,ENSMUSG00000002395,786.1.1,USE1,ENSG00000053501,unconventional SNARE in the ER 1 [Source:HGNC Symbol;Acc:HGNC:30882]
910,787,Layn,ENSMUSG00000060594,787.1.1,LAYN,ENSG00000204381,layilin [Source:HGNC Symbol;Acc:HGNC:29471]
671,788,Gltp,ENSMUSG00000011884,788.1.1,GLTP,ENSG00000139433,glycolipid transfer protein [Source:HGNC Symbol;Acc:HGNC:24867]
72,789,Anapc11,ENSMUSG00000025135,789.1.1,ANAPC11,ENSG00000141552,N/A
385,790,Crip2,ENSMUSG00000006356,790.1.1,CRIP2,ENSG00000182809,cysteine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2361]
309,791,Cggbp1,ENSMUSG00000054604,791.1.1,CGGBP1,ENSG00000163320,CGG triplet repeat binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1888]
2038,792,Zfp106,ENSMUSG00000027288,792.1.1,ZNF106,ENSG00000103994,zinc finger protein 106 [Source:HGNC Symbol;Acc:HGNC:12886]
1605,793,Sept7,ENSMUSG00000001833,793.1.1,SEPT7,ENSG00000122545,septin 7 [Source:HGNC Symbol;Acc:HGNC:1717]
509,794,Eef1d,ENSMUSG00000055762,794.1.1,EEF1D,ENSG00000104529,eukaryotic translation elongation factor 1 delta [Source:HGNC Symbol;Acc:HGNC:3211]
749,795,Hip1,ENSMUSG00000039959,795.1.1,HIP1,ENSG00000127946,huntingtin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:4913]
860,796,Jcad,ENSMUSG00000033960,796.1.1,JCAD,ENSG00000165757,junctional cadherin 5 associated [Source:HGNC Symbol;Acc:HGNC:29283]
20,797,Abcg2,ENSMUSG00000029802,797.1.1,N/A,N/A,N/A
1163,798,Nisch,ENSMUSG00000021910,798.1.1,NISCH,ENSG00000010322,nischarin [Source:HGNC Symbol;Acc:HGNC:18006]
939,799,Lrrc8a,ENSMUSG00000007476,799.1.1,LRRC8A,ENSG00000136802,leucine rich repeat containing 8 VRAC subunit A [Source:HGNC Symbol;Acc:HGNC:19027]
940,799,Lrrc8a,ENSMUSG00000099041,799.2.1,LRRC8A,ENSG00000136802,leucine rich repeat containing 8 VRAC subunit A [Source:HGNC Symbol;Acc:HGNC:19027]
1976,800,Vasp,ENSMUSG00000030403,800.1.1,VASP,ENSG00000125753,vasodilator stimulated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:12652]
115,801,Arl2bp,ENSMUSG00000031776,801.1.1,ARL2BP,ENSG00000102931,ADP ribosylation factor like GTPase 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]
454,802,Dennd5b,ENSMUSG00000030313,802.1.1,DENND5B,ENSG00000170456,DENN domain containing 5B [Source:HGNC Symbol;Acc:HGNC:28338]
429,803,Dab2ip,ENSMUSG00000026883,803.1.1,DAB2IP,ENSG00000136848,DAB2 interacting protein [Source:HGNC Symbol;Acc:HGNC:17294]
1577,804,Sbds,ENSMUSG00000025337,804.1.1,SBDS,ENSG00000126524,"SBDS, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:19440]"
2033,805,Zcrb1,ENSMUSG00000022635,805.1.1,ZCRB1,ENSG00000139168,zinc finger CCHC-type and RNA binding motif containing 1 [Source:HGNC Symbol;Acc:HGNC:29620]
1231,806,Pdcd4,ENSMUSG00000024975,806.1.1,PDCD4,ENSG00000150593,programmed cell death 4 [Source:HGNC Symbol;Acc:HGNC:8763]
1671,807,Smc1a,ENSMUSG00000041133,807.1.1,SMC1A,ENSG00000072501,structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111]
695,808,Gpd2,ENSMUSG00000026827,808.1.1,GPD2,ENSG00000115159,glycerol-3-phosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4456]
1393,809,Rab14,ENSMUSG00000026878,809.1.1,RAB14,ENSG00000119396,"RAB14, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16524]"
1762,810,Sumo1,ENSMUSG00000026021,810.1.1,SUMO1,ENSG00000116030,small ubiquitin-like modifier 1 [Source:HGNC Symbol;Acc:HGNC:12502]
